Identificador,TipoComponente,FechaProduccion,Presion,Temperatura,Desempeno,Peso,Target
3623,Alas,2021-09-22,2.0098,89.5747,65.4847,318.4453,Nuevo_3
4247,Motor,2019-03-21,2.0703,-13.7455,49.5671,447.0711,OK
182,Nuevo_4,2022-04-22,4.4525,85.3406,62.4322,810.5988,KO
5045,Fuselaje,2021-06-29,,,66.9349,263.6774,KO
5469,Nuevo_4,2019-03-18,4.2948,-48.1406,72.8924,119.2675,KO
4284,Motor,2021-03-28,2.4221,84.9127,39.9243,339.1056,KO
3209,Motor,2022-05-31,1.1255,,36.5697,390.3658,Nuevo_1
2506,Alas,2018-11-14,4.95,48.699,95.9446,792.8849,OK
5386,Alas,2019-12-10,2.997,123.2811,73.55,779.9654,OK
4217,Alas,2020-07-30,3.7583,22.1751,57.1639,713.0669,KO
6351,Nuevo_3,2018-11-12,1.9894,-4.472,57.5948,122.8089,KO
83,Fuselaje,2019-11-11,2.2119,1.1986,36.6589,682.0564,Nuevo_1
2274,Fuselaje,2018-10-24,1.4823,-14.8678,39.2488,890.8066,OK
201,Alas,2019-06-20,3.5136,70.0723,68.667,495.7219,KO
5305,Motor,2019-06-17,1.6204,55.592,,850.1509,OK
6208,Avionica,2021-02-13,3.5768,-8.804,81.4265,670.4984,KO
5581,Fuselaje,2022-12-29,1.1065,33.4035,38.2133,715.5004,Nuevo_5
241,Fuselaje,2021-04-15,2.9696,351.13675958724485,62.4612,528.0063,Nuevo_5
551,Fuselaje,2022-12-30,1.0505,33.1287,31.0311,723.4031,OK
4660,Alas,2018-11-16,2.216,108.5208,69.3823,264.8335,KO
6068,Alas,2021-03-06,,,84.6268,761.29,Nuevo_5
6253,Avionica,2019-01-20,4.3962,128.7084,62.7446,701.3857,Nuevo_5
4358,Avionica,2018-03-18,3.0786,-26.5364,68.9553,569.839,OK
4038,Fuselaje,2021-12-11,4.2004,79.3219,,425.1632,Nuevo_5
4721,Motor,2020-04-11,1.0404,66.7293,,246.9268,Nuevo_2
7460,Avionica,2018-09-21,3.1543,104.1244,50.8807,698.4556,KO
2921,Avionica,2020-10-09,1.1399,136.4498,35.4727,821.785,Nuevo_2
6980,Motor,2019-03-02,2.9148,119.5961,66.1449,786.229,OK
7481,Nuevo_1,2021-05-21,3.3444,145.4124,77.6096,253.5966,Nuevo_4
4393,Fuselaje,2018-05-22,2.6224,133.4716,62.9713,803.2576,OK
2651,Avionica,2019-10-21,2.3851,116.9428,54.7809,584.7762,Nuevo_4
5239,Nuevo_2,Nuevo_3,2.5368,,40.0229,640.2161,Nuevo_4
6873,Alas,2020-08-01,2.6326,-44.3375,70.0115,269.8647,OK
2431,Fuselaje,2020-01-22,1.1116,142.3156,24.5395,852.7061,KO
822,Nuevo_1,2022-10-29,3.0118,138.6371,64.0322,289.8993,KO
4277,Nuevo_5,2020-11-23,3.495,-28.1284,63.7365,298.3482,Nuevo_1
7239,Avionica,2022-07-07,4.1695,59.9084,65.7731,733.7264,KO
2406,Avionica,2020-03-28,3.2375,46.1168,56.3735,180.4465,OK
7432,Avionica,2020-03-02,,,43.7593,276.8962,Nuevo_5
5667,Motor,2020-09-16,4.1005,-43.4178,62.0647,127.4153,OK
3317,Avionica,2020-04-06,2.7135,26.0688,58.2426,517.2137,Nuevo_4
196,Alas,2020-09-08,2.172,126.9107,53.2698,587.2711,Nuevo_5
915,Nuevo_4,2018-08-02,4.4469,,69.5089,173.2408,Nuevo_2
5128,Avionica,2018-08-28,1.664,52.9189,,479.6979,KO
366,Avionica,2019-01-11,3.6116,-20.5619,78.5277,447.9762,Nuevo_1
3248,Nuevo_5,2018-07-14,1.9707,92.6816,67.2538,626.7098,KO
815,Nuevo_1,2018-06-29,3.4943,112.0912,55.5607,372.9278,Nuevo_4
7398,Avionica,2019-05-05,4.1289,79.6785,68.1285,635.0111,Nuevo_2
3628,Fuselaje,2022-02-28,2.9869,-35.5285,64.0364,821.9976,OK
6905,Avionica,2018-12-18,2.9326,17.6642,55.5431,744.7009,KO
4755,Alas,2021-08-28,1.2267,142.9974,53.9639,771.7539,Nuevo_5
2833,Alas,2018-08-11,1.442,137.0062,51.4702,720.9174,KO
1047,Alas,2018-09-18,3.3803,39.105,,195.3362,KO
4474,Avionica,2019-09-16,1.0575,120.8591,47.458,784.9671,OK
2782,Alas,2022-08-02,2.526,-29.3046,56.7794,519.8931,Nuevo_2
5639,Fuselaje,2022-11-18,2.0034,-4.3255,65.0646,687.6151,KO
3735,Nuevo_1,2018-05-05,3.9149,144.9659,57.2988,299.5968,Nuevo_3
6403,Motor,2020-04-10,2.9521,-30.8242,67.2357,898.5953,KO
3242,,2022-02-24,1.896,-16.9485,48.251,774.0013,OK
4709,Avionica,2018-09-13,1.9557,107.0252,45.4689,391.3292,Nuevo_4
670,Alas,2019-12-04,1.0433,71.7266,34.8435,363.5409,OK
1400,Alas,2021-09-17,3.0137,138.2323,57.5738,569.3634,KO
2147,Avionica,2021-05-06,1.9237,88.6558,58.298,291.5311,Nuevo_5
4291,Nuevo_3,2020-06-23,1.8482,82.7181,59.9147,348.8705,Nuevo_4
5744,Motor,2020-03-06,4.9943,106.4579,79.3433,732.6235,OK
5319,Fuselaje,2018-02-05,4.4362,38.9778,92.36,367.6909,Nuevo_3
537,Fuselaje,2020-12-31,3.801,56.1661,81.9459,745.2791,Nuevo_5
5336,Fuselaje,2021-10-16,4.6175,56.6857,84.3143,682.1177,OK
5741,Alas,2018-05-02,3.1056,,60.8838,394.3682,Nuevo_1
3741,Nuevo_2,2018-03-19,4.7306,100.0991,,383.529,OK
326,Nuevo_4,2021-07-18,1.0515,-17.974,41.1561,751.2717,OK
7151,Alas,2022-10-10,1.7279,122.3747,37.5984,662.3147,OK
2188,Avionica,2018-11-26,3.1615,77.8346,68.4579,745.3762,KO
49,Avionica,2019-07-22,3.1001,-24.7939,75.2713,576.4613,Nuevo_4
2361,Avionica,2018-10-31,4.2848,102.7437,,872.4136,OK
26,Motor,2021-06-26,2.9191,100.5224,55.3544,908.5778,OK
5180,Nuevo_3,2022-11-21,2.1311,11.9955,39.9147,164.3256,OK
139,Fuselaje,2018-05-18,3.3068,-25.7517,58.3375,134.2777,OK
518,Alas,2020-09-15,4.4867,5.453,76.3203,186.4254,Nuevo_3
6450,Avionica,2022-02-10,1.4847,100.2975,39.8253,228.8133,Nuevo_4
5663,,2022-10-27,3.5392,90.5857,75.774,676.0685,OK
2716,Alas,2019-05-10,4.7387,-5.4631,71.6148,971.0564,OK
4513,Avionica,2018-10-11,4.6479,66.1425,64.6783,351.3724,KO
2076,Motor,2019-08-02,2.0096,88.8892,37.3627,515.814,OK
6544,Alas,2021-05-25,1.2297,91.1993,56.4088,701.6555,OK
7023,Motor,2020-01-21,1.1868,107.2315,43.6119,374.8088,Nuevo_2
5389,Avionica,2019-04-30,3.3454,146.0268,65.0038,123.0015,KO
7281,Avionica,2019-04-13,2.6634,-12.3604,53.24,957.3125,OK
2912,Motor,2019-04-01,1.1742,68.035,51.1625,724.9787,OK
7252,Fuselaje,2020-09-10,2.1012,,37.6768,223.3868,KO
324,Fuselaje,2020-03-30,4.4303,80.0068,65.383,656.1265,OK
1791,Alas,2018-05-26,4.0455,147.0469,167.283,745.099,Nuevo_1
5377,Avionica,2020-07-04,2.7518,136.661,57.677,109.2044,Nuevo_2
3885,Fuselaje,2021-07-20,3.4986,3.6568,59.3599,141.5859,KO
548,Alas,2022-08-26,2.1485,82.8988,52.9358,174.0609,Nuevo_5
2769,Avionica,2021-11-19,3.7972,124.8963,76.1964,760.7372,KO
6611,Alas,2018-09-24,1.945,123.4518,63.0014,696.453,Nuevo_2
5311,,2022-05-09,3.6293,100.7924,56.3092,588.5193,OK
588,Alas,2022-02-24,1.1852,72.7411,63.2694,731.6533,Nuevo_4
7053,Fuselaje,2021-04-13,1.616,28.8752,46.8896,974.2358,OK
5012,Avionica,2018-08-04,2.6318,113.7903,43.0466,813.2242,Nuevo_4
2557,Motor,2020-04-29,1.9479,,44.5789,680.9487,Nuevo_4
4233,Alas,2022-11-14,4.7703,,91.2073,145.9296,Nuevo_4
123,Nuevo_3,2021-11-03,2.9859,41.6454,67.8286,784.5339,KO
4041,Motor,2022-06-12,1.2462,135.9406,38.6333,979.146,Nuevo_4
6429,Fuselaje,2018-04-21,1.0861,,19.1444,745.9518,KO
2233,Nuevo_2,2021-11-23,4.9667,-21.7086,99.4489,883.7581,OK
6734,Motor,2021-06-22,3.5352,136.4814,50.4273,385.6939,Nuevo_1
3838,Fuselaje,2018-02-16,4.4201,122.8074,73.3343,911.3361,OK
5850,Fuselaje,2018-08-19,1.2844,104.2547,35.4526,329.878,KO
4572,Alas,2018-01-04,2.4377,1.2608,58.323,865.4655,KO
2662,Alas,2020-11-13,2.4575,,75.0913,458.9755,KO
3344,Motor,2022-11-14,1.8763,99.3363,57.8009,740.8671,KO
4921,Alas,2021-05-26,3.7509,-45.2932,57.1343,718.3966,KO
2058,Motor,2019-02-02,,,64.497,214.9319,OK
4869,,2021-11-18,3.4264,-32.5922,75.4755,414.8574,Nuevo_2
1382,Motor,2022-12-15,3.2666,138.2818,54.579,671.5403,OK
2236,Avionica,2019-09-21,1.0731,127.7682,41.1492,111.6013,OK
2594,Motor,2020-02-18,1.2456,87.2668,24.2317,923.7185,KO
5944,Motor,2019-09-20,2.2152,143.9323,48.6442,833.5869,OK
5857,Motor,2019-02-19,1.8669,,62.1525,187.7921,Nuevo_3
6693,Nuevo_3,2018-06-20,4.3533,113.8037,48.6478,858.8601,Nuevo_3
2559,Avionica,2022-07-19,2.6068,521.3525080644145,42.1377,355.3107,OK
2772,Avionica,2022-09-29,1.7086,114.5107,34.3303,345.669,KO
2539,Fuselaje,2018-03-02,4.1848,142.769,81.8056,865.8116,KO
3100,Nuevo_3,2020-11-27,1.3191,57.8168,38.6104,668.9234,KO
2865,Fuselaje,2019-01-09,1.016,-31.9362,35.4618,678.8871,OK
6822,,2022-10-09,3.4747,-1.2656,73.4995,581.4657,Nuevo_2
4056,Alas,2019-04-09,2.7768,-12.3924,53.4055,883.3107,KO
5442,Motor,2019-09-28,7.562353481859156,76.2493,50.2259,185.1956,Nuevo_3
6239,Nuevo_2,2019-02-15,1.848,147.3233,47.1155,240.1322,OK
296,Alas,2020-06-23,1.9084,-42.4949,52.8807,710.1614,Nuevo_4
2646,Avionica,2021-02-06,3.4789,86.4866,64.4231,403.2968,KO
2141,Fuselaje,2022-12-08,2.8094,80.9438,29.9639,697.4694,Nuevo_3
1286,Nuevo_5,2021-08-28,2.1338,31.6359,56.986,982.5183,KO
3973,Alas,2021-03-17,3.5174,113.3018,78.8285,344.8863,OK
1704,Alas,2020-11-21,2.9302,18.8765,81.5084,922.9232,OK
4111,Avionica,2019-01-01,3.4381,116.7676,51.2334,413.4378,KO
5826,Avionica,2021-09-12,2.0807,-11.3021,,353.0016,Nuevo_1
5144,Alas,2018-11-13,4.65,-47.6024,64.2018,308.5604,Nuevo_1
4520,Alas,2022-05-30,1.2125,7.4243,43.3322,750.2947,OK
5566,Nuevo_1,2018-04-19,3.4433,59.4024,61.1215,770.6658,OK
3837,Alas,2020-04-13,2.0381,119.0309,37.5501,403.1576,OK
1075,Fuselaje,2020-07-31,,,59.9734,513.1978,Nuevo_5
4723,Motor,2021-06-08,4.7669,-36.3947,69.6132,576.1923,KO
6526,Motor,2020-01-23,2.1913,,39.342,231.9687,OK
4501,Fuselaje,2020-03-10,4.8918,18.5583,,904.6425,KO
1158,Nuevo_1,2019-02-26,,,71.3262,476.6101,OK
255,Nuevo_2,2022-06-15,4.3316,62.476,73.7989,423.607,Nuevo_1
4927,Avionica,2022-01-09,1.4133,18.3804,60.4316,644.6829,OK
6714,Fuselaje,2020-05-05,4.6884,-2.1851,61.0247,451.3404,OK
7060,,2021-11-07,2.576,147.8564,,715.3624,KO
5140,Avionica,2021-05-16,1.6261,-24.3446,56.6672,795.5435,Nuevo_3
321,Nuevo_5,2019-06-06,1.5991,32.975,28.6261,520.07,KO
446,Fuselaje,2018-04-15,3.2828,,54.6838,855.5581,KO
3667,Nuevo_5,2021-05-05,2.1053,-27.9472,64.4431,180.2536,Nuevo_4
794,Avionica,2018-10-25,,,53.9316,230.2744,OK
1050,Alas,2018-05-25,4.6456,88.775,68.6506,314.0981,KO
2409,Nuevo_5,2019-02-06,4.3497,-19.2936,55.5008,734.4995,KO
354,Nuevo_4,2020-01-30,3.4911,-31.6079,74.7078,461.8413,OK
851,Motor,2019-07-09,2.2763,113.2413,56.6542,458.9002,Nuevo_3
1935,,2018-07-13,3.3331,133.3696,48.609,741.0811,OK
6499,Fuselaje,2018-10-14,4.9018,13.3498,93.936,828.8803,Nuevo_2
4055,Avionica,2021-02-03,4.229,41.7551,65.4671,347.2171,Nuevo_3
1573,Nuevo_4,2019-11-10,2.7787,86.4038,68.0768,252.921,Nuevo_1
207,Avionica,2018-07-05,2.9747,60.7006,65.7897,488.7212,KO
5485,Motor,2018-04-16,,,49.2268,404.6346,KO
4819,,2019-09-18,4.5523,8.3706,92.0618,821.4641,Nuevo_1
4218,Alas,2021-03-13,3.3411,131.2421,59.0894,923.0583,OK
2303,Avionica,2021-10-17,1.2474,125.082,44.7872,346.0293,OK
5913,Nuevo_1,2022-03-18,2.2236,14.3244,46.2629,206.7549,KO
1136,Alas,2018-07-28,,,42.1173,933.971,OK
4400,Motor,2019-09-14,2.5627,-32.445,50.2086,253.8582,Nuevo_1
1906,,2018-02-26,2.7305,16.2852,81.3109,851.2688,OK
4373,Nuevo_2,2018-09-16,2.5314,8.8717,63.16,772.8155,OK
6592,Avionica,2019-01-15,2.9623,138.3738,70.4589,328.2824,KO
422,Alas,2020-12-15,3.4265,143.3396,55.3935,818.1427,OK
5992,Fuselaje,2022-09-09,3.7861,113.9496,68.0542,446.2448,OK
6596,Fuselaje,2020-08-07,1.6887,47.0126,44.236,533.4846,OK
6164,Motor,2021-08-01,,,56.9226,655.1699,KO
3767,Fuselaje,2018-04-29,3.9271,-18.0697,63.9043,633.7973,KO
6497,Fuselaje,2019-12-23,1.1241,26.3103,40.5404,778.4133,Nuevo_2
4101,Fuselaje,2020-02-24,1.7443,49.2972,45.1509,892.9199,OK
6557,Alas,2022-09-30,2.729,-46.4042,61.2412,142.0983,Nuevo_2
6008,Avionica,2022-02-10,4.6422,0.8221,79.6094,133.7261,Nuevo_2
7007,Nuevo_3,2018-03-23,2.0442,-22.5719,41.3394,552.6656,OK
4981,Avionica,2019-06-16,2.8042,17.7533,47.4471,672.5762,KO
3413,Alas,2018-08-11,4.2924,61.108,82.5367,497.0609,Nuevo_3
910,Alas,2020-09-04,1.402,42.7378,44.7815,890.9367,KO
2207,,2020-08-06,1.7344,117.1673,40.4447,986.332,KO
1576,Nuevo_1,2019-02-20,4.039,65.3124,61.7131,468.9309,Nuevo_1
74,Avionica,2020-11-18,1.2915,80.0534,35.7163,803.0136,OK
6773,Alas,2018-12-11,1.3079,-33.008,46.1719,999.3646,Nuevo_2
3010,Motor,2018-04-05,2.1393,-6.716,55.6091,621.2626,Nuevo_4
2115,Fuselaje,2022-05-21,3.0355,81.6991,63.1233,926.386,OK
6901,,2022-09-04,2.0493,66.6884,57.0571,339.4015,Nuevo_4
2150,Alas,2018-01-13,,,48.0602,564.1252,OK
2437,,2020-11-08,2.1765,13.4709,48.0226,766.4292,OK
3528,Motor,2020-08-02,1.0102,39.6582,42.2988,411.2331,Nuevo_2
3086,Fuselaje,2018-04-08,3.2526,25.1573,98.7609,265.4569,OK
676,Avionica,2020-07-05,2.4251,12.0773,54.2237,568.7146,KO
3265,Nuevo_4,2020-10-31,2.94,-39.952,54.5628,497.1546,OK
3465,,2021-08-13,3.2633,-46.0789,61.1911,948.9348,Nuevo_3
1390,Alas,2022-10-09,3.6439,140.003,58.707,653.1899,Nuevo_2
7134,,2020-08-28,3.7983,45.0061,87.398,762.1571,KO
6567,Avionica,2018-07-28,1.7601,62.6353,64.5173,772.1099,KO
1330,Fuselaje,2020-05-06,1.4373,86.8939,42.1326,450.2443,KO
3730,Alas,2021-02-18,2.6006,81.6342,48.6876,155.2639,OK
3859,Motor,2020-09-29,4.878,38.3987,72.0514,743.4233,OK
2923,Fuselaje,2019-03-02,4.7622,-2.1258,78.1031,800.5901,KO
4619,Nuevo_3,2019-06-25,1.6704,106.499,50.7523,400.4173,OK
4216,Alas,2018-11-30,2.1566,83.1785,60.9444,725.286,Nuevo_3
5891,Fuselaje,2021-11-14,1.3067,110.7833,39.3904,233.9217,Nuevo_3
2036,Nuevo_1,2019-03-05,3.9403,-12.552,70.0858,614.246,Nuevo_4
854,Alas,2019-12-10,2.879,-4.9893,72.7287,227.4845,Nuevo_2
1411,Avionica,2021-11-19,4.6296,-24.5023,69.8314,890.6483,Nuevo_2
3407,Alas,2022-04-19,3.7037,,57.1822,508.5692,OK
1364,Alas,2022-04-29,4.1925,6.9652,75.1751,765.9827,Nuevo_3
401,Avionica,2021-07-07,3.8235,-27.511,53.0129,863.2855,OK
2187,Alas,2021-10-05,3.6999,86.4909,55.1634,758.4466,OK
1003,Avionica,2022-02-23,1.0259,32.0444,37.0164,741.2908,KO
244,Motor,2018-03-07,3.1107,60.1222,55.72,430.2257,OK
5070,Alas,2020-12-21,1.6844,-1.3216,53.8895,120.0377,OK
1916,Alas,2021-10-31,4.7175,23.6877,67.6633,230.7313,KO
6046,Fuselaje,2022-04-22,3.7249,-43.7473,76.3717,851.9108,Nuevo_2
4732,Fuselaje,2021-08-21,,,40.7055,284.6444,KO
3457,Alas,2018-03-02,2.004,-44.0382,54.1298,129.2339,KO
4095,Fuselaje,2021-09-14,4.148,98.7901,70.8775,346.5199,KO
3477,Nuevo_1,2019-08-01,1.0624,15.0306,46.9157,884.8257,Nuevo_3
1308,Alas,2020-07-08,1.1706,95.9036,36.8835,736.8632,OK
4047,,2020-11-11,2.6152,26.9499,49.8487,818.1678,OK
7022,Fuselaje,2021-04-30,1.001,68.656,16.4839,527.2538,OK
7084,Alas,2022-11-06,2.3661,118.2238,59.5758,831.9059,OK
4023,Alas,2022-04-28,2.838,-27.7473,65.8972,971.1798,Nuevo_4
3583,Motor,2020-09-17,2.3906,80.2213,49.4352,546.2917,KO
860,Alas,2019-05-22,2.9661,10.3232,67.9198,738.0372,Nuevo_3
2503,Avionica,2021-05-09,2.9445,78.7479,53.4624,777.4071,OK
4460,Nuevo_2,2020-01-17,2.2991,146.5487,50.5909,720.6014,OK
1584,Motor,2019-07-21,3.8424,-20.6055,69.027,256.0648,OK
4330,Motor,2022-06-03,2.4856,-28.3333,42.6166,171.2344,Nuevo_5
2632,Motor,2022-12-28,1.7155,,55.0705,245.5645,Nuevo_5
2618,Avionica,2020-05-18,4.8277,85.7478,90.1955,245.1405,Nuevo_1
3035,Avionica,2021-09-14,3.7339,-21.5543,60.6715,411.9868,KO
6737,Fuselaje,2022-08-29,3.5361,75.9122,63.0261,393.7967,Nuevo_4
7028,Nuevo_1,2021-11-30,4.0077,55.3106,81.0698,928.2804,OK
2577,Avionica,2019-11-26,4.2072,-10.7663,61.0873,546.9947,OK
5823,Motor,2018-04-26,4.8194,86.6538,,137.2352,Nuevo_1
1221,Avionica,2020-11-04,4.1124,149.2047,65.0176,141.5746,KO
7494,Fuselaje,2019-06-23,3.3465,-24.266,71.8833,797.1956,OK
5980,Avionica,2021-07-26,4.7478,125.7429,76.0828,203.5796,Nuevo_2
93,Alas,2021-01-18,2.3165,58.4829,,787.223,KO
6243,Fuselaje,2021-02-23,1.4493,81.7946,38.2069,999.5935,OK
4462,Nuevo_2,2020-03-13,1.4374,113.3637,49.1028,271.4804,Nuevo_4
5614,Fuselaje,2019-05-23,2.4194,31.4279,40.6798,875.1285,KO
1298,Avionica,2019-07-12,1.5436,-17.356,42.9551,227.0107,Nuevo_3
2642,Alas,2021-07-22,4.8253,90.0283,88.7075,302.9534,OK
3681,Fuselaje,2019-10-05,,,34.5894,222.7488,KO
1017,Fuselaje,2021-09-03,1.3266,-38.3038,48.4548,424.896,Nuevo_2
2335,Nuevo_1,2020-12-06,4.676,,81.9029,273.1275,Nuevo_4
416,Nuevo_4,2019-04-02,1.4187,22.4806,49.0544,129.7553,Nuevo_2
6157,Nuevo_2,2019-08-04,2.636,9.8567,,104.6507,Nuevo_5
1534,Alas,2018-07-04,2.2374,-26.1262,74.6716,378.9922,OK
3614,Alas,2019-10-12,3.7098,24.6019,71.8744,762.9197,Nuevo_5
2250,Nuevo_3,2019-11-20,1.7494,,61.4757,169.6994,Nuevo_4
1484,,2020-12-09,1.4779,74.6657,51.1092,417.5992,KO
6932,Fuselaje,2022-09-01,3.9248,-1.3906,59.5327,774.5507,KO
2808,Alas,2021-09-23,4.91,-0.6229,85.1947,847.1466,KO
388,Fuselaje,2022-11-01,3.6415,-39.4985,66.0812,995.4797,KO
7,Fuselaje,2019-11-23,2.556,65.6065,48.0184,190.3452,KO
4839,Avionica,2018-05-20,3.0138,-2.1669,59.3524,426.0028,KO
1753,,2022-03-08,1.4224,,59.8083,631.6373,OK
2426,Avionica,2021-09-26,2.7864,-13.2594,56.1711,254.2608,KO
6813,Alas,2021-07-22,3.3475,87.2161,,652.3439,OK
508,Fuselaje,2021-09-25,2.3752,,52.1138,394.2036,Nuevo_3
7351,Avionica,2022-01-10,4.9906,-41.5072,75.4171,635.8677,KO
4750,Avionica,2019-06-28,1.2156,-10.967,37.715,699.7633,KO
5600,Fuselaje,2019-04-13,3.1237,17.291,74.8316,767.0379,OK
6190,Fuselaje,2019-10-20,2.4317,90.6068,,531.3336,OK
5490,Avionica,2021-09-04,1.7638,146.9897,51.102,776.4294,KO
5085,Fuselaje,2021-05-23,4.8661,40.9075,71.3555,492.0312,Nuevo_1
57,Avionica,2018-06-06,1.51,123.0891,49.2943,100.2759,KO
2390,Alas,2022-12-29,4.1007,24.3913,77.2016,928.6577,OK
105,Motor,2021-12-19,3.8539,85.9498,67.2354,310.5454,Nuevo_3
96,Nuevo_5,2021-11-11,4.6414,104.0474,86.9323,593.5292,OK
5852,Avionica,2019-08-17,4.4153,,71.2068,748.4147,Nuevo_2
5220,Alas,2018-09-24,4.0807,85.8672,68.3494,227.0356,KO
2221,Nuevo_2,2022-09-05,4.1046,97.6101,60.1608,907.9306,OK
254,Fuselaje,2020-10-20,2.7613,40.2852,59.3174,357.0181,OK
4188,Fuselaje,2020-06-21,,,79.8666,145.9058,KO
2564,Nuevo_5,2020-10-24,1.7262,,46.1409,461.2206,OK
827,Avionica,2018-02-12,3.9938,13.4381,62.5143,173.6235,Nuevo_3
1226,Avionica,2022-03-25,1.5778,-28.1115,56.283,699.7373,OK
4259,Motor,2019-11-01,2.0679,122.0664,64.2536,906.0071,Nuevo_1
3627,Avionica,2019-08-05,2.6609,93.807,45.4609,470.3648,OK
130,Fuselaje,2021-05-31,3.4113,85.7515,65.9661,485.8397,KO
7013,Alas,2021-05-22,2.6768,7.4669,63.576,161.4671,Nuevo_1
6892,Avionica,2018-05-10,4.0322,-15.3397,,766.3149,OK
1743,Motor,2020-11-28,4.1978,-28.1181,73.8495,832.0712,OK
7304,Avionica,2018-11-08,2.5126,107.1335,42.287,285.4267,Nuevo_4
1589,Alas,2020-09-16,4.5054,27.3503,66.9649,232.6441,KO
7024,,2022-01-19,4.9426,65.1029,62.1457,285.2705,Nuevo_5
6502,Fuselaje,2021-04-05,1.6462,125.7476,43.3708,725.7103,Nuevo_4
629,Fuselaje,2022-09-03,4.5561,110.545,88.563,570.8059,Nuevo_4
4090,Avionica,2018-01-10,,,49.9448,748.6161,KO
2614,Alas,2022-08-19,3.1264,121.0987,46.9047,152.4382,Nuevo_4
4505,Fuselaje,2019-01-10,3.6907,-45.0477,67.6518,857.9302,Nuevo_4
6533,Motor,2018-04-05,1.0979,-10.6953,54.2642,574.0246,KO
6019,Alas,2019-06-13,3.4063,50.2186,63.8598,679.4611,Nuevo_4
1555,Alas,2021-01-09,4.7675,79.6697,83.4365,964.1963,KO
5293,Fuselaje,2019-04-01,4.4632,-36.743,79.8274,964.1723,Nuevo_1
1634,Fuselaje,2021-04-08,3.7317,47.9107,61.9801,373.4649,KO
5662,Nuevo_1,2022-12-16,3.5839,68.5581,77.4702,621.2817,Nuevo_3
1507,Fuselaje,2021-12-13,1.8551,,55.9514,577.943,Nuevo_4
7132,Motor,2021-05-21,1.6476,16.8057,45.9953,371.9928,Nuevo_5
4661,Alas,2018-04-23,4.0085,18.7256,72.0062,768.8715,Nuevo_1
2039,Fuselaje,2019-04-09,4.9878,54.6699,85.6974,227.8178,Nuevo_5
6103,Motor,2019-06-03,2.2941,-2.4576,57.6157,424.9757,Nuevo_4
3034,Motor,2020-05-04,2.0755,8.4981,,306.7008,Nuevo_2
3446,Fuselaje,2020-03-31,1.1088,130.1393,54.6123,932.2309,KO
5664,Motor,2020-10-13,3.5799,26.8717,59.6802,433.7815,KO
2015,Fuselaje,2021-08-02,2.6673,-31.3376,44.6853,776.7369,Nuevo_2
1501,Avionica,2020-08-31,4.1197,121.6558,58.5912,173.6132,KO
2239,Fuselaje,2019-06-22,2.7372,146.5621,50.3872,682.2697,Nuevo_2
612,Avionica,2020-01-26,3.1914,124.8311,,779.7661,KO
877,Nuevo_3,2021-07-23,1.6443,-37.9259,54.9415,968.5452,KO
3927,Fuselaje,2021-01-01,1.0959,145.2209,35.0038,485.5253,KO
3270,Avionica,2019-12-30,2.8911,8.6276,62.8987,300.8292,KO
3128,Motor,2022-06-16,4.1495,-28.4449,56.6473,169.8113,OK
7339,Alas,2019-07-23,3.4113,,61.6979,301.4474,Nuevo_1
1691,Nuevo_5,2019-11-23,2.5404,-6.9697,68.1185,609.5645,Nuevo_3
3425,Fuselaje,2018-10-10,2.8598,133.8359,49.3301,329.1346,KO
3503,Alas,2019-07-31,4.0132,27.4904,90.7802,722.3112,KO
418,Motor,2018-06-08,4.1665,3.9004,66.2647,595.4827,Nuevo_1
5042,Fuselaje,2021-06-07,3.9731,78.7587,75.5245,425.1794,KO
7500,Nuevo_5,2018-12-04,,,167.283,431.2987,OK
1519,Nuevo_2,2022-12-17,,,94.5248,903.5129,Nuevo_3
516,Fuselaje,2021-07-31,4.7174,104.6535,94.0127,963.3296,OK
268,Motor,2019-11-11,4.1028,132.7669,74.3557,319.7513,KO
173,Alas,2018-07-21,4.1048,74.2301,53.2412,255.0994,KO
3610,Alas,2021-09-07,2.6072,37.0929,48.3938,794.4328,OK
2366,Nuevo_5,2018-10-27,2.1003,-37.4109,51.0686,564.8618,Nuevo_1
1996,Fuselaje,2021-06-19,1.8176,31.9537,55.3722,694.501,KO
4282,Alas,2020-01-17,1.225,-20.9881,41.6917,248.9952,Nuevo_5
5229,Avionica,2019-07-23,3.8328,19.9732,73.0127,399.936,OK
591,Alas,2021-12-13,4.1439,109.6034,71.2027,575.3706,Nuevo_2
5068,Nuevo_1,2019-07-07,1.3289,64.609,51.4054,383.5563,KO
5327,Avionica,2019-03-26,4.6178,49.6337,83.0518,122.9,KO
5067,Fuselaje,2022-06-08,3.2847,-37.3141,80.9024,521.9727,KO
1089,Fuselaje,2019-09-01,2.94,44.4104,65.6299,281.2654,KO
4527,Fuselaje,2019-03-21,4.2438,-28.6814,80.7842,596.972,OK
4443,Alas,2018-03-31,3.636,-47.5197,75.6421,794.6488,OK
6285,,2019-10-25,1.7937,80.3201,61.0743,283.7088,Nuevo_5
3516,Fuselaje,2019-07-13,4.7364,90.6455,89.6709,234.8375,KO
2920,Alas,2022-09-21,4.6175,-11.2618,,661.6147,OK
1334,Motor,2020-03-01,1.5756,56.8319,39.1636,166.0512,OK
5025,Avionica,2018-09-08,3.7012,53.4682,92.5538,222.7996,KO
5990,Fuselaje,2022-03-03,3.0232,137.4019,66.1946,676.0065,Nuevo_4
