ID_Juguete,Material,Edad_Recomendada,Peso_g,Tiempo_Producción_min,Normativa_Cumplida,Aprobación_Final
2199,Madera,6-10 años,664.1547031905936,100.0,Nuevo_2,No
2200,Plástico,,728.6731577821395,21.0,CE,No
2201,Madera,3-5 años,921.2306266172576,92.0,ISO 8124,Nuevo_3
2202,Plástico,3-5 años,217.7403783568436,62.0,ASTM F963,No
2203,Nuevo_2,11+ años,265.3049908761029,91.0,Nuevo_5,No
2204,,Nuevo_1,347.8876015058277,8.0,CE,Sí
2205,Plástico,11+ años,356.7507291170047,51.0,CE,Sí
2206,Nuevo_5,11+ años,590.4393325724509,74.0,Nuevo_1,Nuevo_1
2207,Metal,3-5 años,55.76316303451273,98.0,ASTM F963,Nuevo_3
2208,Nuevo_4,3-5 años,577.8201116903838,49.0,Nuevo_5,Sí
2209,Plástico,6-10 años,426.853013053624,67.0,Nuevo_1,Nuevo_2
2210,Metal,,564.4043182253282,88.0,ASTM F963,Sí
2211,Metal,6-10 años,,48.0,CE,Sí
2212,Plástico,,706.9792364395954,91.0,Nuevo_4,No
2213,Madera,Nuevo_2,711.4699555868885,84.0,CE,No
2214,Plástico,11+ años,506.0513187496789,46.0,Nuevo_2,Sí
2215,Tela,Nuevo_2,389.6785252928549,35.0,CE,Sí
2216,Metal,11+ años,753.055980045583,43.0,ASTM F963,No
2217,Madera,3-5 años,241.82178568928785,72.0,CE,Sí
2218,Nuevo_3,0-2 años,710.0123224645719,26.0,ISO 8124,No
2219,Tela,3-5 años,,101.0,ISO 8124,No
2220,Nuevo_1,,208.01978401789933,98.0,Nuevo_2,Nuevo_5
2221,Nuevo_1,11+ años,517.208549026136,45.0,ASTM F963,No
2222,Plástico,0-2 años,640.7291842119413,101.0,ISO 8124,Sí
2223,Nuevo_1,,367.70599277462594,20.0,Nuevo_3,Sí
2224,Tela,3-5 años,909.3689109175602,71.0,ISO 8124,Sí
2225,Nuevo_5,3-5 años,634.7628338004482,114.0,CE,Nuevo_3
2226,Nuevo_2,3-5 años,221.7120617613975,113.0,Nuevo_2,No
2227,Metal,6-10 años,583.4618563517165,110.0,Nuevo_2,No
2228,Nuevo_5,0-2 años,920.4439286107502,61.0,CE,Nuevo_1
2229,Nuevo_5,Nuevo_2,583.0802023916489,60.0,Nuevo_4,Nuevo_2
2230,Nuevo_4,11+ años,416.87377247566434,95.0,Nuevo_4,Sí
2231,Madera,6-10 años,253.63480413715263,106.0,CE,Sí
2232,Nuevo_5,3-5 años,590.135735158198,16.0,ASTM F963,Sí
2233,Nuevo_2,Nuevo_5,347.33744908368845,29.0,Nuevo_5,Nuevo_5
2234,Plástico,3-5 años,806.4411459592502,46.0,ISO 8124,Nuevo_1
2235,Plástico,6-10 años,546.4290833256453,27.0,ISO 8124,No
2236,Plástico,3-5 años,235.01240846015645,88.0,Nuevo_1,No
2237,Nuevo_4,6-10 años,624.0132016728393,91.0,ISO 8124,No
2238,Plástico,0-2 años,395.0508425703287,68.0,ISO 8124,Sí
2239,Tela,,732.0678739303997,59.0,Nuevo_5,Sí
2240,Metal,6-10 años,206.7750425152791,55.0,ASTM F963,Nuevo_4
2241,Plástico,Nuevo_3,301.1135907448986,39.0,ISO 8124,Nuevo_3
2242,Nuevo_3,3-5 años,476.15452800257714,114.0,CE,Nuevo_4
2243,Plástico,,642.5234355350946,116.0,CE,Nuevo_1
2244,Madera,11+ años,402.9184132077791,51.0,ISO 8124,No
2245,Madera,3-5 años,361.71588484968686,71.0,ASTM F963,Sí
2246,Metal,0-2 años,609.0710702360417,88.0,Nuevo_2,Sí
2247,Tela,11+ años,341.1095734414097,70.0,CE,Nuevo_2
2248,Metal,11+ años,3832.561732549715,59.0,ISO 8124,No
2249,Plástico,11+ años,500.8634505238373,71.0,Nuevo_5,Nuevo_5
2250,Metal,11+ años,348.9957884290337,80.0,ISO 8124,No
2251,Metal,11+ años,577.0455430786383,98.0,Nuevo_5,Nuevo_1
2252,,11+ años,819.1418124186666,115.0,ISO 8124,Sí
2253,Madera,0-2 años,216.57557809896844,85.0,Nuevo_2,Sí
2254,,3-5 años,404.5980580552813,62.0,Nuevo_4,Sí
2255,Plástico,6-10 años,465.2778937651505,114.0,ISO 8124,Nuevo_1
2256,Metal,6-10 años,463.473939009957,96.0,CE,No
2257,Madera,6-10 años,209.4650283626528,98.0,ASTM F963,Sí
2258,Nuevo_4,,100.4258392674722,27.0,Nuevo_4,No
2259,Metal,0-2 años,361.91218969866094,38.0,ASTM F963,Nuevo_5
2260,,3-5 años,645.7743275546976,24.0,Nuevo_1,No
2261,Plástico,3-5 años,986.1528660553536,61.0,ASTM F963,No
2262,Metal,6-10 años,97.51745349836996,32.0,ISO 8124,No
2263,Metal,0-2 años,940.0894612984936,102.0,Nuevo_5,No
2264,Madera,3-5 años,,63.0,ISO 8124,Sí
2265,,Nuevo_4,298.784100833979,69.0,ASTM F963,Sí
2266,Metal,3-5 años,904.5807342679624,64.0,Nuevo_2,Nuevo_3
2267,Metal,6-10 años,156.1655995797382,64.0,ASTM F963,Nuevo_3
2268,,3-5 años,797.9293388584197,36.0,CE,Nuevo_5
2269,Nuevo_2,0-2 años,683.0340704509671,106.0,Nuevo_3,Nuevo_3
2270,Plástico,3-5 años,364.07299790594993,59.0,Nuevo_5,No
2271,Plástico,0-2 años,54.28990932907647,47.4901000465823,ASTM F963,No
2272,Metal,Nuevo_3,107.70217841090276,52.0,Nuevo_2,No
2273,Metal,6-10 años,693.0586232115658,64.0,ISO 8124,Sí
2274,Plástico,11+ años,721.4896887758161,75.0,Nuevo_5,Sí
2275,Plástico,Nuevo_1,914.2063035309724,95.0,CE,No
2276,Madera,6-10 años,792.291211001869,97.0,ASTM F963,No
2277,Madera,0-2 años,882.9262380987926,20.0,Nuevo_4,No
2278,Madera,11+ años,256.3121542262172,84.0,CE,Nuevo_4
2279,,6-10 años,545.1344010510388,28.0,CE,Sí
2280,Madera,,400.758090236768,102.0,CE,Sí
2281,Nuevo_3,,864.4626294616232,37.0,ASTM F963,No
2282,Nuevo_4,6-10 años,433.5810072204376,103.0,CE,No
2283,Plástico,3-5 años,432.4608738319277,5.0,CE,No
2284,,0-2 años,761.0434149082337,76.0,ISO 8124,Sí
2285,Madera,6-10 años,839.7254101529286,22.0,Nuevo_1,Nuevo_5
2286,Madera,0-2 años,982.2245743783594,89.0,ASTM F963,Sí
2287,Metal,3-5 años,870.8572501151061,49.0,ASTM F963,Sí
2288,Nuevo_1,6-10 años,700.5421163761823,78.0,ISO 8124,No
2289,Madera,11+ años,424.2375841876179,67.0,CE,No
2290,Plástico,11+ años,58.3025491773263,15.0,CE,No
2291,Plástico,Nuevo_1,782.2549640252778,94.0,ISO 8124,Sí
2292,Metal,Nuevo_5,892.7266977868152,48.0,CE,Sí
2293,Plástico,3-5 años,976.3102859315547,98.0,ASTM F963,Nuevo_5
2294,,0-2 años,417.99916472887776,91.0,CE,Sí
2295,Tela,6-10 años,616.8277465740365,103.0,ISO 8124,No
2296,Tela,Nuevo_4,294.49919734543164,37.0,ASTM F963,No
2297,Metal,Nuevo_1,934.1840957996402,6.0,ISO 8124,Sí
2298,Tela,11+ años,245.3871864137257,111.0,CE,Nuevo_3
2299,Plástico,0-2 años,661.5886199967805,39.0,CE,Sí
2300,Metal,6-10 años,952.369722828998,67.0,ASTM F963,Sí
2301,Plástico,Nuevo_3,295.4713527577468,87.0,ISO 8124,Nuevo_5
2302,Tela,11+ años,152.07333437669035,45.0,CE,No
2303,Tela,3-5 años,60.34578853702459,84.0,CE,Sí
2304,Tela,3-5 años,943.544702277461,7.0,Nuevo_1,No
2305,Metal,3-5 años,617.796340144302,99.0,ASTM F963,Sí
2306,Plástico,3-5 años,,9.0,ASTM F963,Nuevo_1
2307,,0-2 años,768.4911451753597,54.0,Nuevo_5,No
2308,,0-2 años,527.4943706505226,80.0,ASTM F963,Sí
2309,,3-5 años,642.0673458828251,35.0,Nuevo_2,No
2310,Tela,11+ años,222.6396841434517,83.0,ISO 8124,No
2311,Plástico,11+ años,,37.0,ISO 8124,Nuevo_1
2312,Tela,Nuevo_1,501.509370410279,52.0,CE,Nuevo_3
2313,Plástico,11+ años,420.0323654467887,58.0,Nuevo_4,Sí
2314,Nuevo_1,6-10 años,716.9918323864222,24.0,Nuevo_4,Nuevo_1
2315,Metal,0-2 años,491.2933229202962,53.0,CE,Nuevo_4
2316,Metal,6-10 años,637.1263172530842,27.0,ASTM F963,Nuevo_5
2317,,11+ años,665.303662795756,40.0,ASTM F963,Sí
2318,,6-10 años,629.9593524564618,22.0,Nuevo_5,Nuevo_1
2319,Metal,0-2 años,608.1372559466394,24.0,ISO 8124,Sí
2320,Plástico,0-2 años,,70.0,ISO 8124,Nuevo_3
2321,Nuevo_2,3-5 años,557.7088634807642,92.0,Nuevo_4,Sí
2322,Metal,,888.6467210380937,39.0,CE,Nuevo_2
2323,Madera,Nuevo_3,466.9598719071143,92.0,CE,Nuevo_3
2324,Plástico,3-5 años,66.51478890440268,54.0,ASTM F963,Nuevo_4
2325,Metal,6-10 años,225.7221767320364,10.0,ISO 8124,Sí
2326,Plástico,11+ años,974.9579095565032,51.0,Nuevo_5,Sí
2327,Nuevo_5,6-10 años,677.1253946102036,13.0,ISO 8124,No
2328,Plástico,3-5 años,581.9396571807869,21.0,ISO 8124,Sí
2329,Tela,0-2 años,498.8837238249664,104.0,ASTM F963,No
2330,Tela,0-2 años,983.7660395830998,77.0,Nuevo_3,No
2331,Nuevo_5,11+ años,115.65915078045964,39.0,ISO 8124,Nuevo_1
2332,Metal,11+ años,365.9565185001469,28.0,CE,Sí
2333,Plástico,0-2 años,871.5375396746482,44.0,ASTM F963,Sí
2334,Madera,Nuevo_5,854.0623200994174,108.0,Nuevo_4,Nuevo_3
2335,Metal,0-2 años,178.04831049250663,29.0,CE,No
2336,Madera,6-10 años,607.344247509233,82.0,Nuevo_3,Sí
2337,Tela,3-5 años,205.73488414114084,52.0,CE,No
2338,Tela,3-5 años,,61.0,ISO 8124,Nuevo_2
2339,Plástico,3-5 años,857.8138236033724,13.0,CE,Nuevo_4
2340,,11+ años,551.4781648237911,62.0,CE,No
2341,Madera,0-2 años,796.3527222977503,44.0,Nuevo_2,Nuevo_5
2342,Plástico,3-5 años,718.3651843927453,327.6816903214178,CE,Sí
2343,Madera,11+ años,,10.0,CE,Sí
2344,Metal,0-2 años,576.2465646512507,76.0,Nuevo_4,Nuevo_2
2345,Madera,6-10 años,823.356711618505,55.0,Nuevo_4,No
2346,Nuevo_4,Nuevo_1,386.1387736860352,88.0,ISO 8124,Nuevo_4
2347,Nuevo_2,Nuevo_3,908.1174207201736,51.0,CE,No
2348,Plástico,Nuevo_2,74.46974949194731,34.0,ASTM F963,Sí
2349,Nuevo_3,3-5 años,946.7743105209356,98.0,Nuevo_4,No
2350,Tela,3-5 años,668.2502336724028,53.0,ASTM F963,Nuevo_2
2351,Metal,3-5 años,978.9245246227052,17.0,Nuevo_4,No
2352,,6-10 años,172.58895167405677,86.0,CE,No
2353,Plástico,3-5 años,95.28641108772548,88.0,ASTM F963,Nuevo_2
2354,Tela,6-10 años,510.8926443548306,85.0,ASTM F963,Nuevo_3
2355,Metal,3-5 años,290.18566064433253,88.0,ISO 8124,Nuevo_3
2356,Madera,11+ años,,16.0,CE,Nuevo_1
2357,Plástico,3-5 años,880.0317912449183,5.0,Nuevo_4,Nuevo_5
2358,Nuevo_2,Nuevo_2,264.054508677803,36.0,CE,Nuevo_4
2359,Nuevo_5,6-10 años,,112.0,CE,Nuevo_3
2360,Plástico,11+ años,,117.0,ASTM F963,Sí
2361,Tela,Nuevo_4,593.5149676591668,55.0,CE,Nuevo_2
2362,Nuevo_2,3-5 años,102.4685918470448,85.0,CE,Nuevo_4
2363,Plástico,,3531.009589759317,22.0,CE,Sí
2364,Plástico,3-5 años,805.4035600963301,18.0,ISO 8124,Nuevo_4
2365,Madera,,66.26999731593565,34.0,ISO 8124,No
2366,Plástico,3-5 años,906.0307044372624,26.0,ASTM F963,Nuevo_4
2367,Nuevo_5,11+ años,935.1783348351696,48.0,CE,Nuevo_5
2368,Metal,Nuevo_3,619.3194452343325,97.0,Nuevo_4,Sí
2369,Tela,0-2 años,631.5957050769871,106.0,ISO 8124,Nuevo_1
2370,Metal,6-10 años,650.0251333338604,96.0,CE,No
2371,Plástico,6-10 años,244.5646149837094,6.0,ISO 8124,No
2372,Madera,11+ años,116.8636055765105,24.0,CE,Sí
2373,Metal,11+ años,406.7683289646939,68.0,ISO 8124,Nuevo_5
2374,Tela,6-10 años,203.64591752448425,86.0,CE,Nuevo_4
2375,Metal,6-10 años,68.2060085894329,112.0,CE,Nuevo_2
2376,Nuevo_1,3-5 años,670.6869338464828,65.0,ASTM F963,No
2377,Nuevo_5,3-5 años,325.79306097945664,115.0,ISO 8124,Sí
2378,Plástico,6-10 años,608.5613540639083,50.0,CE,Sí
2379,Metal,11+ años,185.69413401138945,70.0,CE,No
2380,Metal,3-5 años,812.5066629295975,37.0,Nuevo_2,Sí
2381,Plástico,11+ años,555.0012474466927,9.0,ASTM F963,Nuevo_2
2382,,0-2 años,325.85386108673885,56.0,ISO 8124,No
2383,Plástico,11+ años,85.34316577446884,60.0,ISO 8124,No
2384,Metal,11+ años,63.09743934255678,41.0,CE,Nuevo_3
2385,Metal,6-10 años,809.2473209529778,70.0,ISO 8124,Nuevo_2
2386,Plástico,Nuevo_4,51.43918829575709,69.0,Nuevo_5,No
2387,Tela,11+ años,511.7846547531361,61.0,ASTM F963,No
2388,Tela,11+ años,130.68427367525794,18.0,ASTM F963,Sí
2389,Plástico,0-2 años,330.9602237035942,88.0,CE,Sí
2390,Tela,6-10 años,642.2348982537133,80.0,CE,Sí
2391,Nuevo_4,0-2 años,735.9232143030916,23.0,CE,No
2392,Madera,6-10 años,416.6159193477524,26.0,ISO 8124,Nuevo_5
2393,Nuevo_5,3-5 años,629.303423704648,84.0,ISO 8124,Nuevo_3
2394,Madera,,872.5522826263381,29.0,Nuevo_1,Nuevo_1
2395,Metal,6-10 años,232.56691248457196,51.0,ASTM F963,Nuevo_5
2396,,6-10 años,569.7920029355597,34.0,Nuevo_4,No
2397,Tela,Nuevo_1,189.86023499411272,19.0,ASTM F963,No
2398,Tela,,203.1343308202304,72.0,Nuevo_4,Nuevo_2
2399,Madera,11+ años,130.7266862345549,35.0,ISO 8124,Nuevo_2
2400,Tela,0-2 años,,95.0,Nuevo_5,Sí
2401,Tela,11+ años,103.40709971179784,73.0,ISO 8124,Sí
2402,Madera,,417.8831867606233,65.0,ISO 8124,Sí
2403,Nuevo_4,11+ años,696.2504839644334,12.0,Nuevo_2,Sí
2404,Nuevo_2,3-5 años,81.96959141761747,88.0,ISO 8124,Sí
2405,Plástico,11+ años,,51.0,CE,Nuevo_5
2406,Madera,6-10 años,53.01508995633108,44.0,CE,Sí
2407,Madera,,901.8099102221256,48.0,CE,No
2408,Tela,0-2 años,799.5361720368899,13.0,Nuevo_4,Sí
2409,Metal,3-5 años,121.62672796330996,78.0,Nuevo_2,Nuevo_1
2410,Tela,3-5 años,687.9413958551962,75.0,ISO 8124,No
2411,,6-10 años,100.91020139888283,86.0,ASTM F963,Nuevo_5
2412,Plástico,11+ años,785.5094292477609,20.0,CE,No
2413,Nuevo_1,3-5 años,241.3878979380098,6.0,ISO 8124,No
2414,,Nuevo_1,,12.0,Nuevo_5,No
2415,Tela,0-2 años,801.0128179751832,45.0,ISO 8124,Nuevo_5
2416,Plástico,11+ años,416.7422285392677,62.0,ASTM F963,Sí
2417,Madera,Nuevo_5,973.9827821408286,95.0,Nuevo_1,No
2418,,3-5 años,187.876298604966,60.0,ISO 8124,Nuevo_4
2419,Metal,3-5 años,839.3449335684192,36.0,Nuevo_3,Nuevo_5
2420,Madera,0-2 años,493.0676764535732,49.0,ASTM F963,Sí
2421,,6-10 años,965.2500365681444,26.0,Nuevo_2,Sí
2422,Tela,0-2 años,611.8373923541312,39.0,ASTM F963,Sí
2423,,11+ años,551.0832581848888,42.0,ASTM F963,Sí
2424,Plástico,6-10 años,589.5692339820903,72.0,CE,Sí
2425,,,784.0674146793127,106.0,CE,Sí
2426,Plástico,,850.5944240023863,39.0,ASTM F963,Sí
2427,Nuevo_3,0-2 años,964.9265245427806,36.0,ASTM F963,Nuevo_1
2428,Tela,Nuevo_5,653.1651824117286,103.0,Nuevo_3,Nuevo_1
2429,,,294.6313309853132,63.0,Nuevo_4,Sí
2430,Tela,Nuevo_3,747.4602871855395,17.0,CE,No
2431,Plástico,,939.97599076489,74.0,ISO 8124,No
2432,Madera,Nuevo_4,841.9544855564661,60.0,Nuevo_5,No
2433,Metal,11+ años,492.7845826831375,62.0,ASTM F963,Sí
2434,Tela,Nuevo_3,867.3795520187867,19.0,CE,Nuevo_1
2435,,11+ años,245.31096342072303,102.0,ISO 8124,Nuevo_5
2436,Tela,Nuevo_5,293.1757033110823,55.0,CE,Sí
2437,Madera,Nuevo_4,909.1521190488404,86.0,ASTM F963,Nuevo_3
2438,Nuevo_4,0-2 años,919.1432763823268,59.0,ISO 8124,No
2439,Metal,3-5 años,631.7882015560632,115.0,ASTM F963,Sí
2440,Madera,6-10 años,223.77044706968044,72.0,ASTM F963,Nuevo_1
2441,Tela,3-5 años,418.3768231196453,43.0,ISO 8124,Sí
2442,Madera,0-2 años,696.4949064263467,91.0,ASTM F963,No
2443,Nuevo_3,,578.9016673094703,73.0,ISO 8124,Sí
2444,Tela,0-2 años,,40.0,ISO 8124,Sí
2445,Nuevo_5,0-2 años,160.8465601555643,24.0,Nuevo_4,No
2446,Nuevo_1,3-5 años,495.2926103922157,86.0,ASTM F963,Nuevo_3
2447,Tela,,360.4646988617564,18.0,ISO 8124,No
2448,Tela,0-2 años,848.8704814199152,69.0,ISO 8124,No
2449,Nuevo_4,3-5 años,582.1886342353872,67.0,ISO 8124,Nuevo_1
2450,,,119.07680896045446,7.0,Nuevo_4,Nuevo_3
2451,Plástico,Nuevo_3,471.7830810100374,88.0,ASTM F963,Sí
2452,Plástico,11+ años,135.93268796405994,101.0,Nuevo_3,No
2453,Plástico,6-10 años,651.2302697259356,66.0,CE,Sí
2454,Plástico,6-10 años,245.429111592342,95.0,ISO 8124,Nuevo_5
2455,Madera,0-2 años,285.56699825390547,67.0,Nuevo_3,No
2456,Tela,11+ años,479.2271073912617,36.0,Nuevo_1,Nuevo_3
2457,Nuevo_2,Nuevo_4,,101.0,ISO 8124,Sí
2458,Metal,0-2 años,819.8529305225512,32.0,ISO 8124,Nuevo_2
2459,Tela,0-2 años,,106.0,CE,No
2460,,11+ años,64.96499813474162,16.0,CE,Nuevo_2
2461,Plástico,3-5 años,381.4820327700614,109.0,Nuevo_3,Sí
2462,Metal,11+ años,847.8058866181882,48.0,CE,Nuevo_4
2463,Madera,3-5 años,660.6142994755876,82.0,ISO 8124,Nuevo_5
2464,Plástico,Nuevo_2,169.35633223633914,104.0,CE,Sí
2465,Madera,11+ años,984.049015138942,81.0,Nuevo_4,Nuevo_2
2466,Nuevo_2,11+ años,55.755044516530056,74.0,ASTM F963,Sí
2467,Nuevo_1,,241.70996036224057,28.0,Nuevo_1,Sí
2468,Madera,Nuevo_4,554.2144704448781,17.0,Nuevo_1,No
2469,Nuevo_4,0-2 años,982.3404903110338,32.0,Nuevo_2,Nuevo_2
2470,Madera,Nuevo_1,80.3059832332388,22.0,Nuevo_1,No
2471,Metal,Nuevo_5,299.9771338559726,106.0,ASTM F963,Sí
2472,Nuevo_2,0-2 años,760.0732083163692,107.0,Nuevo_3,Nuevo_1
2473,Metal,Nuevo_3,968.4342120439932,66.0,Nuevo_3,Sí
2474,Plástico,11+ años,840.9009728024263,98.0,CE,Nuevo_4
2475,Nuevo_1,11+ años,799.4428646134469,104.0,CE,Sí
2476,Plástico,6-10 años,,73.0,ASTM F963,No
2477,Plástico,Nuevo_3,749.1275432578548,68.0,CE,No
2478,Plástico,3-5 años,433.0512399710508,30.0,ISO 8124,Nuevo_4
2479,Metal,3-5 años,213.96818965208405,93.0,ISO 8124,No
2480,Tela,11+ años,,68.0,ASTM F963,Nuevo_5
2481,Metal,11+ años,974.2461087792548,96.0,CE,Nuevo_2
2482,Nuevo_5,Nuevo_5,473.5843424288537,32.0,ASTM F963,Nuevo_5
2483,Metal,11+ años,793.6584087458876,78.0,Nuevo_5,No
2484,Madera,0-2 años,852.0310535431903,31.0,CE,Sí
2485,Tela,Nuevo_3,508.4266958892075,40.0,Nuevo_5,Sí
2486,Metal,6-10 años,489.6155808491333,52.0,ASTM F963,Nuevo_1
2487,Madera,6-10 años,188.79805538346628,104.0,CE,Nuevo_4
2488,Madera,3-5 años,94.42685629832134,48.0,Nuevo_2,No
2489,Tela,3-5 años,299.03814209695736,115.0,Nuevo_2,No
2490,Plástico,6-10 años,449.1349554923544,24.0,Nuevo_2,Sí
2491,Nuevo_4,6-10 años,513.2122089631266,74.0,ASTM F963,No
2492,Nuevo_3,3-5 años,757.9035647385973,14.0,Nuevo_5,Nuevo_3
2493,Tela,11+ años,958.6879401135536,99.0,ASTM F963,Sí
2494,Madera,0-2 años,343.1332689028117,65.0,ISO 8124,Sí
2495,Nuevo_5,Nuevo_3,712.5628749320904,79.0,Nuevo_1,Nuevo_2
2496,Madera,Nuevo_1,359.89349086275087,47.0,ASTM F963,No
2497,Plástico,11+ años,752.7453894314316,78.0,ISO 8124,Nuevo_5
2498,Madera,0-2 años,745.8697471781416,74.0,CE,Sí
2499,Metal,6-10 años,687.8208694823684,77.0,Nuevo_1,Nuevo_5
2500,Tela,11+ años,201.79714619812333,15.0,ASTM F963,No
2501,Madera,3-5 años,,86.0,ASTM F963,Nuevo_1
2502,Tela,,495.63732697351776,446.4069404378736,Nuevo_4,Nuevo_1
2503,Madera,11+ años,164.83102180628558,77.0,ASTM F963,Sí
2504,Tela,6-10 años,254.03998254012163,89.0,Nuevo_1,Sí
2505,Plástico,0-2 años,460.814059115198,83.0,ISO 8124,Nuevo_1
2506,Madera,6-10 años,86.5084623217678,87.0,Nuevo_1,Sí
2507,Tela,11+ años,928.331882774592,42.0,Nuevo_1,No
2508,Nuevo_2,,935.2430810762826,115.0,ASTM F963,Nuevo_5
2509,Metal,6-10 años,451.0557951086754,34.0,ISO 8124,Nuevo_3
2510,Madera,3-5 años,366.3662868749194,32.0,ASTM F963,Sí
2511,Tela,11+ años,404.3673565374288,66.0,Nuevo_3,Nuevo_2
2512,,0-2 años,166.7670646552905,59.0,ISO 8124,Nuevo_4
2513,Metal,6-10 años,602.6573543091567,15.0,Nuevo_1,Sí
2514,Madera,11+ años,411.8553499862503,37.0,Nuevo_1,Nuevo_1
2515,,0-2 años,376.18092110927256,74.0,ASTM F963,Sí
2516,Metal,3-5 años,657.5185270817553,13.0,ISO 8124,Sí
2517,Metal,3-5 años,83.2833129991214,5.0,CE,Sí
2518,Nuevo_5,11+ años,540.4610077752768,113.0,ASTM F963,Sí
2519,Metal,6-10 años,475.8721255491112,92.0,CE,No
2520,Tela,3-5 años,464.8774546447687,78.0,CE,Sí
2521,Tela,0-2 años,,23.0,CE,Sí
2522,Madera,Nuevo_1,244.78652234645017,85.0,ISO 8124,Sí
2523,Plástico,Nuevo_5,5707.3732408357,71.0,CE,No
2524,Tela,3-5 años,,47.0,ASTM F963,Nuevo_2
2525,Plástico,,83.81789638343125,41.0,ISO 8124,No
2526,Nuevo_1,Nuevo_2,157.98105020222502,117.0,CE,No
2527,Madera,0-2 años,137.87690849593963,34.0,Nuevo_4,No
2528,Plástico,6-10 años,388.6766075203932,14.0,ASTM F963,Sí
2529,Tela,Nuevo_2,414.7240122008192,113.0,ASTM F963,Sí
2530,Tela,11+ años,759.7752962749204,83.0,ASTM F963,Nuevo_4
2531,Madera,Nuevo_5,761.0162850347804,116.0,Nuevo_2,No
2532,Madera,0-2 años,502.2990621907432,110.0,ISO 8124,No
2533,Madera,6-10 años,142.76447319068058,20.0,CE,Sí
2534,Tela,6-10 años,586.5592758258778,36.0,Nuevo_1,Sí
2535,Plástico,0-2 años,303.5779519031523,115.0,ASTM F963,No
2536,Metal,0-2 años,,17.0,ISO 8124,Nuevo_5
2537,Madera,11+ años,838.3356307530172,37.0,ASTM F963,Sí
2538,Nuevo_5,11+ años,707.7506965405198,82.0,CE,Nuevo_5
2539,Nuevo_1,6-10 años,940.5263646431016,119.0,CE,Sí
2540,Tela,6-10 años,701.0720500702206,43.0,ISO 8124,No
2541,Nuevo_4,3-5 años,429.9002419485543,11.0,ASTM F963,Nuevo_1
2542,Metal,6-10 años,596.0345837246292,117.0,Nuevo_4,Nuevo_2
2543,Metal,Nuevo_5,996.4797226760624,95.0,ISO 8124,Sí
2544,Nuevo_5,3-5 años,645.723980161902,94.0,ASTM F963,Nuevo_1
2545,,11+ años,76.27283410528196,50.0,Nuevo_5,Nuevo_4
2546,Nuevo_4,Nuevo_1,366.3524257083851,105.0,ISO 8124,Nuevo_2
2547,Nuevo_4,0-2 años,326.0901012706569,14.0,CE,Sí
2548,Nuevo_2,3-5 años,390.2398645641864,95.0,Nuevo_1,No
2549,,3-5 años,997.815758904448,14.0,ISO 8124,Nuevo_4
2550,Nuevo_4,6-10 años,348.6020490692844,57.0,ASTM F963,Sí
2551,Madera,11+ años,618.9670466651187,72.0,ISO 8124,Nuevo_3
2552,Plástico,Nuevo_3,494.2105062058225,25.0,Nuevo_1,Nuevo_3
2553,Nuevo_5,0-2 años,429.1769764660852,111.0,ASTM F963,Sí
2554,Madera,6-10 años,234.02310099298657,36.0,Nuevo_2,No
2555,Metal,0-2 años,92.12041861386535,38.0,Nuevo_3,No
2556,Nuevo_1,Nuevo_5,497.67322005086766,105.0,ASTM F963,No
2557,Nuevo_2,0-2 años,907.4065631082904,89.0,CE,Nuevo_3
2558,Metal,0-2 años,956.70722573538,31.0,CE,No
2559,Plástico,0-2 años,376.2625058418038,14.0,CE,Sí
2560,Madera,3-5 años,534.1266499637509,13.0,Nuevo_2,Nuevo_3
2561,Metal,3-5 años,570.7260754230192,18.0,ISO 8124,Nuevo_3
2562,Nuevo_4,6-10 años,667.7905424352377,39.0,ISO 8124,Nuevo_4
2563,Tela,3-5 años,148.08529824548006,92.0,Nuevo_4,No
2564,Plástico,11+ años,311.0898546659716,31.0,ISO 8124,Sí
2565,Madera,6-10 años,411.4266588996996,10.0,ASTM F963,No
2566,Tela,3-5 años,59.10681381631901,61.0,CE,Sí
2567,Madera,3-5 años,54.02657032997517,114.0,CE,Nuevo_1
2568,Plástico,Nuevo_3,915.0077144964124,13.0,CE,No
2569,Nuevo_2,6-10 años,,9.0,CE,Sí
2570,Metal,3-5 años,768.610941212212,97.0,ISO 8124,Sí
2571,Madera,3-5 años,191.48682227752332,60.0,ASTM F963,Nuevo_1
2572,Plástico,3-5 años,108.00068356393376,43.0,ASTM F963,Sí
2573,Madera,6-10 años,849.0862342377341,52.0,ISO 8124,No
2574,Plástico,6-10 años,484.56013996205246,29.0,ISO 8124,No
2575,Madera,,838.3370828594715,67.0,CE,Nuevo_1
2576,Metal,,191.1740777875881,51.0,ISO 8124,Sí
2577,,6-10 años,352.3384690858924,107.0,ASTM F963,Nuevo_1
2578,Plástico,6-10 años,353.0956919289731,55.0,Nuevo_3,Nuevo_1
2579,Metal,,748.8557506193773,40.0,ASTM F963,Sí
2580,,Nuevo_4,121.90107428599092,15.0,ASTM F963,Sí
2581,,0-2 años,934.1653102263964,5.0,CE,Nuevo_2
2582,Plástico,,793.7788143994641,48.0,Nuevo_2,Nuevo_5
2583,Nuevo_3,3-5 años,858.4378589549575,106.0,ASTM F963,Sí
2584,Tela,11+ años,198.52648038716995,97.0,ASTM F963,Nuevo_5
2585,Nuevo_4,0-2 años,115.68040486981816,88.0,CE,Nuevo_2
